0	-9.289175	31.943387
0	-9.224806	31.777205
0	-9.032763	31.281121
0	-8.715917	30.458453
0	-8.278763	29.316896
0	-7.72763	27.865688
0	-7.070789	26.11835
0	-6.31704	24.089633
0	-5.4775	21.799849
0	-4.563469	19.269946
0	-3.587525	16.524659
0	-2.562883	13.592691
0	-1.50345	10.50393
0	-0.423211	7.290318
0	0.663556	3.987175
0	1.742731	0.62987
0	2.800039	-2.742121
0	3.823808	-6.098259
0	4.81036	-9.468708
0	5.719524	-12.741189
0	6.540986	-15.87022
0	7.267812	-18.814185
0	7.894237	-21.53251
0	8.41758	-23.989267
0	8.837288	-26.153444
0	9.154298	-27.999142
0	9.371032	-29.505565
0	9.490979	-30.658537
0	9.517439	-31.447398
0	9.454135	-31.868291
0	9.304315	-31.921658
0	9.078535	-31.617579
0	8.787699	-30.970888
0	8.434067	-29.994087
0	8.020214	-28.70374
0	7.548825	-27.119154
0	7.022689	-25.262373
0	6.443583	-23.154353
0	5.814111	-20.820656
0	5.135518	-18.285163
0	4.409209	-15.571707
0	3.636803	-12.705446
0	2.819785	-9.712269
0	1.960252	-6.617192
0	1.048104	-3.376059
0	0.119259	-0.08715
0	-0.816793	3.208664
0	-1.751786	6.47708
0	-2.676284	9.68275
0	-3.58037	12.79047
0	-4.453331	15.765263
0	-5.284533	18.574212
0	-6.063713	21.185673
0	-6.779494	23.568329
0	-7.422782	25.695739
0	-7.984006	27.541599
0	-8.454897	29.084078
0	-8.828755	30.304346
0	-9.100157	31.187362
0	-9.26445	31.721319
0	-9.319454	31.899928
0	-9.304315	31.921658
