0	-5.627925	21.408685
0	-5.59194	21.295986
0	-5.484561	20.959565
0	-5.307172	20.401806
0	-5.062071	19.628051
0	-4.752409	18.644791
0	-4.382382	17.461448
0	-3.956475	16.088278
0	-3.480445	14.539324
0	-2.960159	12.829057
0	-2.402228	10.974497
0	-1.813743	8.995284
0	-1.202151	6.911877
0	-0.575042	4.746073
0	0.059684	2.521874
0	0.694195	0.2633
0	1.320366	-2.00296
0	1.931649	-4.25621
0	2.528154	-6.515639
0	3.086955	-8.705375
0	3.601257	-10.795178
0	4.065888	-12.757581
0	4.476222	-14.56589
0	4.829176	-16.196666
0	5.122827	-17.629823
0	5.35615	-18.8487
0	5.529023	-19.84006
0	5.642131	-20.59503
0	5.696271	-21.106992
0	5.69279	-21.373762
0	5.633068	-21.395891
0	5.52207	-21.180767
0	5.365165	-20.738874
0	5.163979	-20.078476
0	4.920495	-19.210491
0	4.636889	-18.147617
0	4.31553	-16.904329
0	3.958306	-15.494316
0	3.567702	-13.934311
0	3.145541	-12.239849
0	2.693715	-10.426449
0	2.214271	-8.5105
0	1.709246	-6.508856
0	1.180882	-4.437856
0	0.622545	-2.268131
0	0.054618	-0.066154
0	-0.516699	2.140878
0	-1.086076	4.330118
0	-1.64764	6.477945
0	-2.195321	8.56079
0	-2.72273	10.555168
0	-3.223625	12.43893
0	-3.691987	14.190779
0	-4.121348	15.789541
0	-4.506464	17.217378
0	-4.841895	18.456503
0	-5.122994	19.492125
0	-5.345931	20.311525
0	-5.507617	20.904534
0	-5.605462	21.26314
0	-5.638211	21.383098
0	-5.633068	21.395891
