0	-24.490871	45.674164
0	-24.300989	45.462243
0	-23.734583	44.829444
0	-22.801624	43.777456
0	-21.516799	42.313669
0	-19.901374	40.445457
0	-17.982609	38.185206
0	-15.789385	35.54678
0	-13.357556	32.550879
0	-10.723469	29.219116
0	-7.927056	25.57823
0	-5.009278	21.661468
0	-2.013359	17.503212
0	1.017921	13.141613
0	4.041881	8.620756
0	7.016477	3.985071
0	9.90055	-0.713474
0	12.659818	-5.435685
0	15.268934	-10.244628
0	17.612526	-14.991806
0	19.667067	-19.607522
0	21.420771	-24.023997
0	22.866026	-28.173552
0	24.005533	-31.992373
0	24.848478	-35.422564
0	25.407977	-38.413528
0	25.701072	-40.921966
0	25.746528	-42.915419
0	25.561093	-44.368395
0	25.160682	-45.267619
0	24.557769	-45.608727
0	23.789783	-45.393922
0	22.893756	-44.633857
0	21.873913	-43.348613
0	20.734232	-41.565463
0	19.478101	-39.316707
0	18.108319	-36.639665
0	16.62415	-33.57121
0	15.026378	-30.155632
0	13.311123	-26.436202
0	11.475143	-22.455849
0	9.515538	-18.259667
0	7.428626	-13.894354
0	5.213422	-9.403974
0	2.846744	-4.720998
0	0.432522	0.025802
0	-2.00724	4.774146
0	-4.452897	9.47225
0	-6.880628	14.068227
0	-9.264696	18.511219
0	-11.576172	22.752087
0	-13.785685	26.745462
0	-15.864846	30.447797
0	-17.780797	33.817953
0	-19.5078	36.82037
0	-21.018204	39.420518
0	-22.287794	41.590253
0	-23.297366	43.304616
0	-24.031301	44.543778
0	-24.475798	45.292814
0	-24.624667	45.54329
0	-24.557769	45.608727
