0	-27.993832	42.361538
0	-27.766082	42.187488
0	-27.086769	41.667596
0	-25.968564	40.800756
0	-24.429758	39.590656
0	-22.497093	38.039028
0	-20.204622	36.151273
0	-17.588369	33.933923
0	-14.692794	31.398872
0	-11.562918	28.558857
0	-8.247979	25.43113
0	-4.798048	22.039696
0	-1.26601	18.40913
0	2.2961	14.568229
0	5.836822	10.552261
0	9.305539	6.39706
0	12.65334	2.146897
0	15.839173	-2.165788
0	18.825761	-6.616944
0	21.476207	-11.079395
0	23.765565	-15.484414
0	25.683811	-19.761888
0	27.226271	-23.840587
0	28.40122	-27.65043
0	29.224805	-31.125848
0	29.717671	-34.208039
0	29.904953	-36.844962
0	29.813178	-38.995841
0	29.465761	-40.628057
0	28.884129	-41.722501
0	28.084621	-42.270753
0	27.115109	-42.264162
0	26.022321	-41.703364
0	24.810167	-40.608915
0	23.4817	-39.009254
0	22.038834	-36.938445
0	20.482354	-34.436183
0	18.808536	-31.542719
0	17.015052	-28.305904
0	15.093664	-24.773866
0	13.036976	-20.994167
0	10.837874	-17.016623
0	8.488112	-12.893021
0	5.98311	-8.671489
0	3.298199	-4.285555
0	0.557073	0.155644
0	-2.216718	4.590983
0	-5.001857	8.970037
0	-7.771679	13.243501
0	-10.496982	17.363753
0	-13.144336	21.285981
0	-15.679461	24.969592
0	-18.0692	28.375687
0	-20.274477	31.469297
0	-22.264939	34.219407
0	-24.007694	36.596689
0	-25.473785	38.577733
0	-26.640441	40.141106
0	-27.48911	41.269891
0	-28.003203	41.951955
0	-28.17541	42.179968
0	-28.084621	42.270753
