0	-19.410007	45.780088
0	-19.262338	45.554497
0	-18.821839	44.880978
0	-18.096077	43.762793
0	-17.096295	42.2092
0	-15.838707	40.230586
0	-14.344155	37.842926
0	-12.634734	35.063825
0	-10.737945	31.91831
0	-8.681679	28.432322
0	-6.496635	24.637087
0	-4.214423	20.569928
0	-1.868381	16.26959
0	0.508412	11.77817
0	2.882833	7.14315
0	5.222235	2.41221
0	7.494489	-2.360264
0	9.672916	-7.132693
0	11.739617	-11.958063
0	13.604477	-16.681356
0	15.248338	-21.235105
0	16.660949	-25.555618
0	17.835218	-29.580017
0	18.77192	-33.25072
0	19.476846	-36.516652
0	19.958902	-39.334054
0	20.230107	-41.666485
0	20.303993	-43.487663
0	20.192709	-44.777294
0	19.908016	-45.526053
0	19.459253	-45.732127
0	18.874742	-45.40399
0	18.182675	-44.557732
0	17.386641	-43.21235
0	16.490187	-41.393341
0	15.496514	-39.13067
0	14.408477	-36.458771
0	13.226251	-33.411056
0	11.951308	-30.027949
0	10.581573	-26.34814
0	9.115448	-22.410118
0	7.551639	-18.254404
0	5.888287	-13.922836
0	4.125524	-9.455328
0	2.244496	-4.786446
0	0.326279	-0.051289
0	-1.611265	4.689687
0	-3.552266	9.385982
0	-5.477698	13.986279
0	-7.367105	18.439868
0	-9.197657	22.697051
0	-10.946261	26.71148
0	-12.590606	30.438638
0	-14.105048	33.835423
0	-15.469436	36.86504
0	-16.662194	39.4913
0	-17.664469	41.684416
0	-18.461254	43.418365
0	-19.040357	44.672411
0	-19.391053	45.430592
0	-19.5085	45.684167
0	-19.459253	45.732127
